time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-04-11T08:38:36.720Z,2.327,93.063,20,8.6,mw,499,16.6,,1.33,official,official20120411083836720_20,2025-11-26T16:58:47.655Z,"2012 Wharton Basin Earthquake",earthquake,,,,,reviewed,us,official
2012-04-11T08:55:46.960Z,1.271,91.748,10,5.8,mb,43,115.1,,0.78,us,usp000jhh3,2014-11-07T01:47:27.949Z,"North Indian Ocean",earthquake,,,,5,reviewed,us,us
2012-04-11T09:00:18.890Z,1.977,93.337,10,4.9,mb,35,193.6,,1.31,us,usp000jhh5,2014-11-07T01:47:27.969Z,"off the west coast of northern Sumatra",earthquake,,,,3,reviewed,us,us
2012-04-11T09:02:48.100Z,1.636,91.785,10,5.3,mb,17,182.5,,0.99,us,usp000jhh7,2022-05-03T15:41:56.895Z,"North Indian Ocean",earthquake,,,,3,reviewed,us,us
2012-04-11T09:06:22.580Z,0.916,91.923,10,5,mb,29,176.6,,0.73,us,usp000jhh8,2014-11-07T01:47:27.979Z,"North Indian Ocean",earthquake,,,,2,reviewed,us,us
2012-04-11T09:08:01.610Z,1.252,91.802,10,5.2,mb,43,103.6,,1.08,us,usp000jhh9,2022-05-03T15:37:46.001Z,"North Indian Ocean",earthquake,,,,1,reviewed,us,us
2012-04-11T09:13:37.710Z,1.418,92.145,10,4.9,mb,29,91.2,,1.01,us,usp000jhha,2014-11-07T01:47:27.986Z,"off the west coast of northern Sumatra",earthquake,,,,4,reviewed,us,us
2012-04-11T09:15:07.770Z,3.921,92.569,10,4.7,mb,17,184.3,,0.84,us,usp000jhhb,2014-11-07T01:47:27.988Z,"off the west coast of northern Sumatra",earthquake,,,,1,reviewed,us,us
2012-04-11T09:19:12.300Z,1.247,91.945,10,4.5,mb,19,209.1,,0.68,us,usp000jhhc,2014-11-07T01:47:27.990Z,"North Indian Ocean",earthquake,,,,3,reviewed,us,us
2012-04-11T09:20:29.450Z,2.555,89.909,10,4.8,mb,22,119,,0.75,us,usp000jhhd,2014-11-07T01:47:27.992Z,"North Indian Ocean",earthquake,,,,1,reviewed,us,us
2012-04-11T09:27:20.690Z,3.072,93.137,10,4.7,mb,17,192.8,,1.02,us,usp000jhhf,2014-11-07T01:47:27.998Z,"off the west coast of northern Sumatra",earthquake,,,,1,reviewed,us,us
2012-04-11T09:27:56.760Z,1.254,91.735,10,6,mb,205,60.8,,1.05,us,usp000jhhg,2022-05-03T15:35:48.954Z,"North Indian Ocean",earthquake,,,,63,reviewed,us,us
2012-04-11T09:34:18.850Z,2.434,93.182,10,4.6,mb,14,191.5,,0.7,us,usp000jhhm,2014-11-07T01:47:28.019Z,"off the west coast of northern Sumatra",earthquake,,,,1,reviewed,us,us
2012-04-11T09:38:03.940Z,0.903,91.344,10,4.7,mb,18,214.8,,0.99,us,usp000jhhn,2014-11-07T01:47:28.020Z,"North Indian Ocean",earthquake,,,,3,reviewed,us,us
2012-04-11T09:42:48.840Z,2.543,90.496,10,4.5,mb,14,114.2,,0.66,us,usp000jhhq,2014-11-07T01:47:28.027Z,"off the west coast of northern Sumatra",earthquake,,,,3,reviewed,us,us
2012-04-11T09:48:19.420Z,1.191,91.996,10,4.8,mb,36,70.9,,0.82,us,usp000jhht,2014-11-07T01:47:28.032Z,"North Indian Ocean",earthquake,,,,3,reviewed,us,us
2012-04-11T09:51:40.140Z,2.521,90.299,10,5.3,mb,109,102.7,,0.74,us,usp000jhhu,2014-11-07T01:47:28.035Z,"off the west coast of northern Sumatra",earthquake,,,,43,reviewed,us,us
2012-04-11T09:56:06.640Z,2.265,93.639,10,4.5,mb,16,192,,1.21,us,usp000jhhv,2014-11-07T01:47:28.043Z,"off the west coast of northern Sumatra",earthquake,,,,3,reviewed,us,us
2012-04-11T09:58:25.980Z,1.197,92.311,10,4.6,mb,34,109.4,,0.96,us,usp000jhhw,2014-11-07T01:47:28.045Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
